source,f1_macro,balanced_acc,auroc
Android_2k,0.4961995925788009,0.5095861585223287,0.6576455459434183
Apache_2k,0.23634975181366935,0.2165850244926522,0.3981805458362492
BGL_2k,0.5036465764084964,0.510215221459763,0.7679188760657101
Hadoop_2k,0.3790651325163251,0.559199026440978,0.4793915256112402
HealthApp_2k,0.49647532729103727,0.49572649572649574,0.1431052607523196
HPC_2k,0.3368904996811974,0.45596720315821443,0.36322603502378786
Linux_2k,0.047614037698151764,0.501311647429171,0.24028822754571227
Mac_2k,0.47699143129165344,0.49890495511495025,0.6971699795581796
Proxifier_2k,0.6311735738142344,0.5824742268041238,0.9957040159054342
Spark_2k,0.7786163522012579,0.9349899598393574,0.9975527108433735
Thunderbird_2k,0.9971588891256482,0.9971588891256482,0.9999886355565026
Windows_2k,0.4190106548889114,0.5179647167942915,0.7838137692548198
Zookeeper_2k,0.3512265198529214,0.36159931081795854,0.09139124696911777
